panoID,filename,elevation,sun_x,confidence
84_THQhj9xDxZjBWQSu0jA__w_38.69117654_-91.72262103,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/84_THQhj9xDxZjBWQSu0jA__w_38.69117654_-91.72262103.jpg,21.4721,250.05,0.047165
1277_oyW9_aVqcQNwvp2cSxwFkA_-33.66309402_115.28427076,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1277_oyW9_aVqcQNwvp2cSxwFkA_-33.66309402_115.28427076.jpg,11.2125,302.56,0.045258
1730_FIB0VxhUrzgnajBve56qTg_-22.21747507_-51.64077177,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1730_FIB0VxhUrzgnajBve56qTg_-22.21747507_-51.64077177.jpg,52.1337,32.02,0.011597
679_n1Slji05mpNMHZmhEF8dwA_61.09962423_50.33244900,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/679_n1Slji05mpNMHZmhEF8dwA_61.09962423_50.33244900.jpg,14.9004,118.28,0.026794
1466_64TMLZ5xo0eM3KRKIzg3xg_59.29178674_5.22778603,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1466_64TMLZ5xo0eM3KRKIzg3xg_59.29178674_5.22778603.jpg,31.6371,430.95,0.04718
1566_GmCfqrOfjdD5DhZCtbX-9w_-25.64057052_27.21671329,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1566_GmCfqrOfjdD5DhZCtbX-9w_-25.64057052_27.21671329.jpg,80.4004,263.83,0.173431
1221_mYCX1OQKTysZ_xLEOlbc7A_70.12289117_22.98323549,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1221_mYCX1OQKTysZ_xLEOlbc7A_70.12289117_22.98323549.jpg,34.0178,45.75,0.049744
659_tlD-oRk_xBkAAAQXIFTAgA_15.10061082_145.64428928,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/659_tlD-oRk_xBkAAAQXIFTAgA_15.10061082_145.64428928.jpg,76.8732,318.57,0.019226
2618_RBP9U9xyO31PlT6qKZisCQ_59.24165369_-125.98102559,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2618_RBP9U9xyO31PlT6qKZisCQ_59.24165369_-125.98102559.jpg,18.6298,207.71,0.01265
1623_X5bF-DL1GtTtm5hQz_ftLw_16.23847679_-97.27961997,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1623_X5bF-DL1GtTtm5hQz_ftLw_16.23847679_-97.27961997.jpg,81.8087,223.26,0.123062
486_VD_8Ai07mPGs5XMpFonnxQ_36.99657134_-76.57422490,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/486_VD_8Ai07mPGs5XMpFonnxQ_36.99657134_-76.57422490.jpg,57.1593,412.9,0.012726
443_OsiYA-jjBUN81rF2FjSMaA_10.47094738_7.44681017,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/443_OsiYA-jjBUN81rF2FjSMaA_10.47094738_7.44681017.jpg,26.5455,41.71,0.081284
2105_P36qNllTX_1J0vJOnlo9Ew_37.75741039_-83.12153310,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2105_P36qNllTX_1J0vJOnlo9Ew_37.75741039_-83.12153310.jpg,23.0011,361.99,0.038788
1493_PBfrScW93Ig8EteTaTI8IA_23.21391040_120.12035802,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1493_PBfrScW93Ig8EteTaTI8IA_23.21391040_120.12035802.jpg,70.1854,371.95,0.047119
105_aWtEjg9kEq3URnQOuUIopQ_49.48275465_5.95202990,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/105_aWtEjg9kEq3URnQOuUIopQ_49.48275465_5.95202990.jpg,39.515,122.37,0.02037
837_6kUvGV5isBaZJdZo2LN4jA_40.34869365_33.98898036,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/837_6kUvGV5isBaZJdZo2LN4jA_40.34869365_33.98898036.jpg,84.423,83.64,0.02211
766_unIBYjHkGQRcAkNeLyBguw_50.59991817_-108.41836252,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/766_unIBYjHkGQRcAkNeLyBguw_50.59991817_-108.41836252.jpg,21.0016,468.21,0.02771
1726_8uzLxTROEZQjs_Fo_VmqYQ_18.08420960_-94.91745976,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1726_8uzLxTROEZQjs_Fo_VmqYQ_18.08420960_-94.91745976.jpg,52.6818,411.61,0.010513
2769_plipiviXhKT29YCqBD43uw_44.10219742_3.08729139,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2769_plipiviXhKT29YCqBD43uw_44.10219742_3.08729139.jpg,23.8712,162.54,0.016525
365_lUpi4xZL-9ZuRutT94jCVA_15.15260292_120.92408313,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/365_lUpi4xZL-9ZuRutT94jCVA_15.15260292_120.92408313.jpg,57.8928,94.26,0.01268
3239_PU91B1SVyP85ww-f1yx7-Q_10.53102546_103.72808874,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3239_PU91B1SVyP85ww-f1yx7-Q_10.53102546_103.72808874.jpg,25.4104,104.65,0.127045
2082_eZVF20PO1zm5TJDoGnEomg_39.51124939_-96.07648340,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2082_eZVF20PO1zm5TJDoGnEomg_39.51124939_-96.07648340.jpg,59.073,49.52,0.083572
1476_xJ9ANv5X6opm2oHbL3UI9w_16.51123597_104.69294902,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1476_xJ9ANv5X6opm2oHbL3UI9w_16.51123597_104.69294902.jpg,52.028,65.51,0.010544
18_8p5pfQvMxfp2YRixqDjb5Q_16.47841859_80.97471539,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/18_8p5pfQvMxfp2YRixqDjb5Q_16.47841859_80.97471539.jpg,45.5831,251.59,0.024094
622_mBd1HS9_Zhg90hEqMhDG-Q_-5.98974024_107.06819600,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/622_mBd1HS9_Zhg90hEqMhDG-Q_-5.98974024_107.06819600.jpg,55.7234,34.07,0.072891
3406_BX4H70SmklJnCQzzA84g2g_35.48289411_135.35018307,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3406_BX4H70SmklJnCQzzA84g2g_35.48289411_135.35018307.jpg,73.4152,182.43,0.063751
3002_2h8CxhSlND_GO85NxOrvbg_30.32692576_78.03461140,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3002_2h8CxhSlND_GO85NxOrvbg_30.32692576_78.03461140.jpg,70.1407,231.85,0.351578
2904_xGQx-C15E1EM3Hy3VsfMRQ_-13.64115723_-41.84351502,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2904_xGQx-C15E1EM3Hy3VsfMRQ_-13.64115723_-41.84351502.jpg,39.3865,431.34,0.028503
784__eYieXQrgr29LjS9L2ZcDw_43.40972466_-72.84269615,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/784__eYieXQrgr29LjS9L2ZcDw_43.40972466_-72.84269615.jpg,40.3737,78.34,0.014725
3057_y3zuqg7jcifFC1dKJes3Ww_46.43859861_16.73302486,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3057_y3zuqg7jcifFC1dKJes3Ww_46.43859861_16.73302486.jpg,34.7023,405.27,0.049881
2896_ojc_88QRDQQSPQ7ZXjyqLQ_46.72280328_-92.46158360,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2896_ojc_88QRDQQSPQ7ZXjyqLQ_46.72280328_-92.46158360.jpg,42.1008,300.47,0.010727
2937_DXhWj5KnVAFVbuLPYd4O3w_18.64970710_-90.26773301,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2937_DXhWj5KnVAFVbuLPYd4O3w_18.64970710_-90.26773301.jpg,13.0051,23.66,0.01564
434_7mwRfpf--eCkeVuk4a9iWQ_51.25788288_5.07066319,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/434_7mwRfpf--eCkeVuk4a9iWQ_51.25788288_5.07066319.jpg,39.142,429.15,0.041595
179_zEVvxXocszMlNZmQ5eWoPQ_39.58831756_-89.78733160,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/179_zEVvxXocszMlNZmQ5eWoPQ_39.58831756_-89.78733160.jpg,57.834,107.47,0.010132
2206_P2yfEIMa1fy8gVB8a9dZQg_16.91667243_121.65044003,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2206_P2yfEIMa1fy8gVB8a9dZQg_16.91667243_121.65044003.jpg,70.7721,185.18,0.069046
149_jDUdqqcbJJiR2vdvlVVE1A_45.70496028_9.72379547,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/149_jDUdqqcbJJiR2vdvlVVE1A_45.70496028_9.72379547.jpg,26.8543,404.55,0.038895
1724_DgaV7X53PGa0cEq8em0JfA_40.30408184_-73.99235308,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1724_DgaV7X53PGa0cEq8em0JfA_40.30408184_-73.99235308.jpg,58.6725,442.77,0.139709
66_tU1l3tjobI8AMMo068AEfg_37.12823230_-7.64941254,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/66_tU1l3tjobI8AMMo068AEfg_37.12823230_-7.64941254.jpg,43.1968,17.75,0.015411
1762_LhDcp9F7Pu3QO8-CcPuPhQ_48.93025081_15.23940459,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1762_LhDcp9F7Pu3QO8-CcPuPhQ_48.93025081_15.23940459.jpg,34.7877,500.61,0.012009
593_Tgre8oGY_4jIVk2Hanrr3g_47.73212404_4.03503335,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/593_Tgre8oGY_4jIVk2Hanrr3g_47.73212404_4.03503335.jpg,25.3959,209.43,0.014572
2264_xnrCN6YNKwkay4v4cv0faw_37.14723305_-90.17940383,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2264_xnrCN6YNKwkay4v4cv0faw_37.14723305_-90.17940383.jpg,40.8754,433.41,0.072311
698_ad7C_n8-rEtzT4wImW_ZFg_44.39876514_-1.12739085,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/698_ad7C_n8-rEtzT4wImW_ZFg_44.39876514_-1.12739085.jpg,29.849,429.75,0.062347
532_nwcEb8wbl6mBNUlyxR9g1g_52.26906958_-2.15051673,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/532_nwcEb8wbl6mBNUlyxR9g1g_52.26906958_-2.15051673.jpg,49.3996,454.38,0.090851
1348_8QNZBAaH-9zuEMRmYSM6og_49.99950489_6.01666453,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1348_8QNZBAaH-9zuEMRmYSM6og_49.99950489_6.01666453.jpg,23.3378,340.6,0.037689
1479_8O8heKbg2-4N1Ewdl0Kfxw_52.58349782_38.37787470,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1479_8O8heKbg2-4N1Ewdl0Kfxw_52.58349782_38.37787470.jpg,46.762,430.67,0.029083
629_3jjdrrIS5YdCdk7M6i08mA_45.03325601_2.54362159,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/629_3jjdrrIS5YdCdk7M6i08mA_45.03325601_2.54362159.jpg,42.8868,410.27,0.016907
122_jeQCjwQ6fANrK-O-ABH_CQ_36.71148134_-77.56450799,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/122_jeQCjwQ6fANrK-O-ABH_CQ_36.71148134_-77.56450799.jpg,79.2837,233.35,0.224442
1675_HpqPl68DD1rIvMpOpX0tOw_56.29780491_9.66763558,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1675_HpqPl68DD1rIvMpOpX0tOw_56.29780491_9.66763558.jpg,25.0965,149.58,0.036331
486_V5EfRozQitZoYw_FwiVr4A_-11.89038519_-49.16126131,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/486_V5EfRozQitZoYw_FwiVr4A_-11.89038519_-49.16126131.jpg,71.8326,268.02,0.016586
3064_brzO7czIwQFlQ_1G8ccAXg_22.96079073_75.54518765,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3064_brzO7czIwQFlQ_1G8ccAXg_22.96079073_75.54518765.jpg,46.9697,446.73,0.075394
3155_CLDkUiTqb1rBAHgTpTMmdQ_18.73768641_78.46234108,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/3155_CLDkUiTqb1rBAHgTpTMmdQ_18.73768641_78.46234108.jpg,66.2167,304.18,0.201385
1221_p5aTmHsjlZREYbpyKykCMw_35.35191669_24.43430340,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1221_p5aTmHsjlZREYbpyKykCMw_35.35191669_24.43430340.jpg,45.6965,207.19,0.031372
782_cZaLzoXQGu0wWg_Eto5gqg_40.62557267_-4.96982655,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/782_cZaLzoXQGu0wWg_Eto5gqg_40.62557267_-4.96982655.jpg,46.2918,186.56,0.063065
562_TigTjlk1rZQuW6aG-zDyhg_34.34723125_-85.57966160,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/562_TigTjlk1rZQuW6aG-zDyhg_34.34723125_-85.57966160.jpg,81.2721,269.53,0.133942
294_sBhjiuPnpZQx30c-HPkBsg_54.97610116_12.33728089,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/294_sBhjiuPnpZQx30c-HPkBsg_54.97610116_12.33728089.jpg,18.7703,195.4,0.030334
259_Ob2XC_JEb8sUI3MhCncmqw_32.13518217_-89.40268513,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/259_Ob2XC_JEb8sUI3MhCncmqw_32.13518217_-89.40268513.jpg,62.3655,181.24,0.032852
2861_rMxL9Po7CDEZvu0uoUqnpA_51.18889393_21.10010790,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2861_rMxL9Po7CDEZvu0uoUqnpA_51.18889393_21.10010790.jpg,42.836,380.69,0.015381
2719_zKflXzFWIVusvdMUagAH0Q_31.58558236_-102.88991076,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2719_zKflXzFWIVusvdMUagAH0Q_31.58558236_-102.88991076.jpg,39.7344,24.89,0.025009
974_cNkHWQ8iE5MVpZBQNDXsPA_43.57967722_7.05353074,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/974_cNkHWQ8iE5MVpZBQNDXsPA_43.57967722_7.05353074.jpg,23.9985,195.42,0.010132
2645_JI0BIkpjF4XNrh1L9MdF8A_46.76370546_1.82511267,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2645_JI0BIkpjF4XNrh1L9MdF8A_46.76370546_1.82511267.jpg,50.4182,353.25,0.031769
2251_9TfYTzuQMBfvqiQpxy5Gdg_23.52980768_89.31666535,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2251_9TfYTzuQMBfvqiQpxy5Gdg_23.52980768_89.31666535.jpg,63.4832,347.59,0.04953
53_WXcrJS1YMm0DwzrT8zUeng_34.69219419_135.55571034,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/53_WXcrJS1YMm0DwzrT8zUeng_34.69219419_135.55571034.jpg,48.6944,359.97,0.037796
1206_Dit_nwzSHiV5ht8OJeewoQ_55.44818906_55.01795739,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1206_Dit_nwzSHiV5ht8OJeewoQ_55.44818906_55.01795739.jpg,27.0776,421.96,0.04538
2352_SXXjIzuaFeZq8swXvvKDcQ_-32.73596475_151.58961567,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2352_SXXjIzuaFeZq8swXvvKDcQ_-32.73596475_151.58961567.jpg,82.5862,275.57,0.152496
730_wZz5FCiT5-7DpXD_XwWo1Q_37.35789723_13.84926360,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/730_wZz5FCiT5-7DpXD_XwWo1Q_37.35789723_13.84926360.jpg,47.5641,39.89,0.040405
2836_04pXoFoi6KNvg_HaIAvqEw_37.04026753_-99.98641588,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2836_04pXoFoi6KNvg_HaIAvqEw_37.04026753_-99.98641588.jpg,78.0164,298.2,0.164017
80_wnAURrzVfQiEb1zK2vRyMg_-11.58147368_-50.93064115,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/80_wnAURrzVfQiEb1zK2vRyMg_-11.58147368_-50.93064115.jpg,53.7728,109.38,0.039017
585_pCiBjACQsv9j9fwMm2vmSQ_49.10618101_-118.46627381,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/585_pCiBjACQsv9j9fwMm2vmSQ_49.10618101_-118.46627381.jpg,42.4732,29.43,0.020035
105_VwWiqJdHcZXPbCgh9A638g_50.72605973_-3.91284941,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/105_VwWiqJdHcZXPbCgh9A638g_50.72605973_-3.91284941.jpg,29.4807,337.5,0.062973
157_txLOmhc3IWl9hoAiY0_e8A_51.24154422_-2.36334769,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/157_txLOmhc3IWl9hoAiY0_e8A_51.24154422_-2.36334769.jpg,51.5546,163.02,0.051178
1368__D4xUCbK8Lq8oMUtzOI91g_43.23528918_-102.47094148,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1368__D4xUCbK8Lq8oMUtzOI91g_43.23528918_-102.47094148.jpg,33.6843,175.74,0.026199
640_APtNDTBIg2OWEBn4FOXjag_40.16795776_9.17766210,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/640_APtNDTBIg2OWEBn4FOXjag_40.16795776_9.17766210.jpg,71.5358,283.94,0.283539
2778_QRkhBitIq8UVzVzr4ZSCvw_48.67246269_9.98675121,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2778_QRkhBitIq8UVzVzr4ZSCvw_48.67246269_9.98675121.jpg,54.902,196.04,0.011703
2035_l-zCSj98QVRNx_exv3d1Bw_34.87470475_-98.22129310,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2035_l-zCSj98QVRNx_exv3d1Bw_34.87470475_-98.22129310.jpg,5.3729,230.19,0.025543
475_3Wmu8gbbRnJ1xlkiZL8Raw_50.26666947_-64.84801140,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/475_3Wmu8gbbRnJ1xlkiZL8Raw_50.26666947_-64.84801140.jpg,30.7064,472.22,0.031433
1629_YAgD8ipIQxcA_wlcwqCK9g_41.40979730_14.61865224,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1629_YAgD8ipIQxcA_wlcwqCK9g_41.40979730_14.61865224.jpg,29.7479,376.79,0.050629
2786_1iU_wwxNjKHUBpthR8dKbw_54.72959750_-1.48072823,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2786_1iU_wwxNjKHUBpthR8dKbw_54.72959750_-1.48072823.jpg,45.4329,204.27,0.020187
1253_2Lgv2QFtXRl3b8rUWDgZ4g_41.80892584_-7.33620749,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1253_2Lgv2QFtXRl3b8rUWDgZ4g_41.80892584_-7.33620749.jpg,59.5779,135.61,0.011368
962_6Wn7OPSi7jKXh4vL_gYnng_9.01232043_-79.48804053,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/962_6Wn7OPSi7jKXh4vL_gYnng_9.01232043_-79.48804053.jpg,87.2173,440.87,0.012207
1395_jUoCAG00yyswflMXVwFfjA_39.50621485_-118.85205845,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/1395_jUoCAG00yyswflMXVwFfjA_39.50621485_-118.85205845.jpg,24.3618,172.69,0.018555
2161_EBJ3ZViBBT_8kowQhdg17g_22.05609399_73.83175555,/home/alex/Desktop/school/comp-vis/dataset/datasets--everettshen--StreetView360AtoZ/snapshots/f0b9ffb20c4dc68d4422db97b7da7b577970650e/data/2161_EBJ3ZViBBT_8kowQhdg17g_22.05609399_73.83175555.jpg,42.4191,411.47,0.154816
